218,ns.fq.edu.uy,164.73.160.194,-34.56,-56.11,UY.FQ.EDU.N1,University of Uruguay,fq.edu.uy,NOT-SET
219,ping.cs.wisc.edu,128.105.252.4,43.070,-89.383,EDU.WISC.N2,University of Wisconsin,wisc.edu,NOT-SET
220,www.univ-mahajanga.mg,41.188.42.18,-16.40,46.25,MG.UNIV-MAHAJANGA.N1,Universite de Mahajanga,univ-mahajanga.mg,NOT-SET
221,www.registro.br,200.160.2.3,-15.783,-47.917,BR.REGISTRO.N1,Registro Internet Domain Service,registro.br,NOT-SET
222,www.fapesp.br,143.108.10.6,-15.783,-47.917,BR.FAPESP.N1,The State of Sao Paulo Research Foundation,fapesp.br,NOT-SET
223,lnfnet.lnf.infn.it,193.206.84.12,41.60,12.60,IT.INFN.N5,INFN Frascati,lnf.infn.it,NOT-SET
224,netvideo.bnl.gov,130.199.5.34,40.810,-73.167,GOV.BNL.N9,Brookhaven National Laboratory,bnl.gov,Z
225,mcs.anl.gov,140.221.9.6,41.858,-88.017,GOV.ANL.N5,Mathematics and Computer Science Division-ANL,anl.gov,NOT-SET
226,iastate.edu,129.186.1.99,42.032,-93.617,EDU.IASTATE.N1,Iowa State University,iastate.edu,NOT-SET
227,www.physics.rutgers.edu,128.6.228.190,40.499,-74.399,EDU.RUTGERS.N1,Rutgers University,rutgers.edu,NOT-SET
228,lurch.cns.syr.edu,128.230.12.5,43.052,-76.150,EDU.SYR.N2,Syracuse University,syr.edu,Z
229,ns1.alfred.edu,149.84.147.232,42.2534,-77.788,EDU.ALFRED.N2,Alfred University,alfred.edu,NOT-SET
230,dns.cit.cornell.edu,192.35.82.50,42.442,-76.500,Cornell,Cornell University,cornell.edu,Z
231,noc4.sysadm.suny.edu,141.254.1.11,42.650,-73.750,SUNY,The State University of New York,suny.edu,Z
232,www.lip.pt,193.136.91.226,38.733,-9.133,PT.LIP.N1,High Energy Physics and Associated Instrumentation Laboratory,lip.pt,NOT-SET
233,csflinux.rl.ac.uk,130.246.183.136,51.500,-0.167,UK.RL.AC.N6,Rutherford Appleton Laboratory,rl.ac.uk,Z
234,www.sc.doe.gov,205.254.144.200,38.892,-77.017,GOV.DOE.N6,U.S. Dept. of Energy,doe.gov,Z
235,ns.sinp.msu.ru,213.131.0.1,55.750,37.583,RU.MSU.N2,Moscow State University Network,msu.ru,NOT-SET
236,orpheus.sc.intel.com,143.183.2.11,37.345,-121.933,INTEL,Intel,sc.intel.com,Z
237,www.pnae.mg,196.192.40.200,-18.87,47.5,MG.PNAE.N1,Office National pour l'Environment,pnae.mg,NOT-SET
238,www.voctech.org.bn,202.93.208.90,4.87,115,BN.VOCTECH.N1,SEAMEO VOCTECH,voctech.org.bn,Z
239,www.mfa.gov.bn,202.160.15.163,4.87,115,BN.MFA.GOV.N1,Minister of Foreign Affairs and Trade,mfa.gov.bn,Z
240,snowmassserver.snowmass2001.org,131.225.68.53,41.85,-88.31,SNOWMASS,NOT-SET,snowmass2001.org,Z
241,www.ucla.edu,169.232.55.224,34.05,-118.24,EDU.UCLA.N1,University of California - Los Angeles,ucla.edu,NOT-SET
242,adsl-63-204-8-81.dsl.snfc21.pacbell.net,63.204.8.81,37.45,-122.18,NET.MOSS-PBI.N1,NOT-SET,adsl-63-204-8-81.dsl.snfc21.pacbell.net,Z
243,www.phy.bris.ac.uk,137.222.30.8,51.4591,-2.6021,UK.BRIS.AC.N1,University of Bristol,bris.ac.uk,NOT-SET
244,cdhf2.gsfc.nasa.gov,192.67.83.6,39.0,-76.88,GOV.GSFC.NASA.N2,NASA Goddard Space Flight Center,gsfc.nasa.gov,Z
245,ping.isnic.is,193.4.58.91,64.15,-21.97,IS.ISNIC.N1,ISNIC Registry,isnic.is,NOT-SET
246,ping.rhnet.is,130.208.16.20,64.15,-21.97,IS.RHNET.N1,NOT-SET,rhnet.is,NOT-SET
247,multivac.sdsc.edu,132.249.20.57,32.8831,-117.238,EDU.SDSC.N1,San Diego Supercomputing Center,sdsc.edu,M
248,131.154.99.10,131.154.99.10,41.88,12.5,IT.INFN.N20,National Institute of Nulear Physics,infn.it,Z
249,www.rl.ac.uk,130.246.135.175,51.75,-1.25,UK.RL.AC.N7,Rutherford Appleton Laboratory,rl.ac.uk,Z
250,mail192.er.doe.gov,192.73.213.47,38.90,-77.04,GOV.DOE.N7,US Dept of Energy,doe.gov,Z
251,vidconf.triumf.ca,142.90.114.155,49.2478,-123.2306,CA.TRIUMF.N2,TRIUMF,vidconf.triumf.ca,ZW
252,stargrid01.rcf.bnl.gov,130.199.6.111,40.78,-72.92,GOV.BNL.N10,Brookhaven National Lab,stargrid01.rcf.bnl.gov,Z
253,hoss.ece.rice.edu,128.42.246.165,29.834,-95.000,EDU.RICE.N2,Rice University,ece.rice.edu,Z
254,199.77.194.26,199.77.194.26,33.75,-84.39,NODE1.SOX.I2.EDU,NOT-SET,199.77.194.26,Z
255,www.sdsc.edu,132.249.21.111,32.72,-117.16,EDU.SDSC.N4,San Diego Supercomputing Center,sdsc.edu,NOT-SET
256,ping.desy.de,131.169.5.90,53.5748,9.8779,DE.DESY.N1,Deutsches Elektronen-Synchrotron,desy.de,M
257,gppnm.gridpp.rl.ac.uk,130.246.187.2,51.75,-1.25,UK.RL.AC.N9,Rutherford Appleton Laboratory,rl.ac.uk,Z
258,ns.jp.apan.net,203.181.248.3,35.67,139.75,JP.APAN.NET.N2,Asia-Pacific Advanced Network,jp.apan.net,NOT-SET
259,thorin.physik.uni-mainz.de,134.93.129.216,52.270,13.180,DE.UNI-MAINZ.N3,Johannes Gutenberg-University,uni-mainz.de,NOT-SET
260,mathrisc1.lunet.edu,192.135.141.11,35.95,-97.26,EDU.LUNET.N2,Langston University,lunet.edu,NOT-SET
261,ouhep1.nhn.ou.edu,129.15.30.147,35.13,-97.26,EDU.OU.N1,University of Oklahoma,ou.edu,NOT-SET
262,ccd0.in2p3.fr,134.158.105.60,45.75,4.85,FR.IN2P3.N12,IN2P3,in2p3.fr,NOT-SET
263,gntmon.oucs.ox.ac.uk,163.1.13.20,51.75,-1.25,UK.OX.AC.N1,University of Oxford,ox.ac.uk,Z
264,dzero.bu.edu,128.197.41.63,42.36,-71.06,EDU.BU.N4,NOT-SET,bu.edu,NOT-SET
265,www.hep.brown.edu,128.148.63.160,41.817,-71.400,EDU.BROWN.N2,Brown University,brown.edu,NOT-SET
266,www.indo.net.id,202.159.32.22,-6.13,106.75,ID.INDO.NET.N1,NOT-SET,indo.net.id,NOT-SET
267,mail.kipt.kharkov.ua,193.239.180.1,50,36.25,UA.KHARKOV.N1,Kharkov Institute of Physics and Technology,kharkov.ua,B
268,guide.just.edu.jo,87.236.232.129,32.55,35.85,JO.JUST.EDU.N1,Jordan University of Science and Technology,just.edu.jo,NOT-SET
269,www.ug.edu.gh,197.255.124.90,5.6547,-0.1903,GH.UG.EDU.N1,University of Ghana,ug.edu.gh,NOT-SET
270,main.kyungwon.ac.kr,203.249.126.5,37.5,127,KR.KYUNGWON.AC.N1,NOT-SET,kyungwon.ac.kr,B
271,www.ru.ac.bd,180.211.185.196,24.36,88.60,BD.RU.AC.N1,NOT-SET,ru.ac.bd,NOT-SET
272,www.physics.umd.edu,128.8.140.6,38.99,-76.93,EDU.UMD.N4,University of Maryland,umd.edu,NOT-SET
273,fisica.usac.edu.gt,168.234.75.209,14.6248,-90.5328,GT.USAC.EDU.N1,Universidad de San Carlos de Guatemala,usac.edu.gt,B
274,mail.prl.res.in,210.212.155.234,23.00,72.65,IN.AHMEDABAD.PRL.N1,Physical Research Laboratory,prl.res.in,NOT-SET
275,thunderbird.internet2.edu,207.75.164.95,42.27,-83.73,NODE1.INTERNET2.EDU,Internet2,thunderbird.internet2.edu,ZW
276,pinger.hep.caltech.edu,131.215.116.42,34.15,-118.14,EDU.CALTECH.N1,Caltech HEP,caltech.edu,NOT-SET
277,www.mt.net.mk,195.26.152.130,42.0038,21.4522,MK.NET.N1,NOT-SET,mt.net.mk,B
278,octopus.phy.bg.ac.yu,147.91.80.11,44.500,20.290,UBELGRADE,University of Belgrade,bg.ac.yu,Z
279,oppie.physics.umd.edu,129.2.42.5,38.99,-76.93,EDU.UMD.N5,University of Maryland,umd.edu,Z
280,www.univ-ouaga.bf,212.52.131.9,12.3788,-1.4997,BF.UNIV-OUAGA.N1,Universite de Ouagadougou,univ-ouaga.bf,MB
281,mail.gnet.tn,193.95.75.236,36.84,10.22,TN.GNET.N1,GlobalNET,gnet.tn,B
282,chez.mana.pf,202.3.227.242,-17.58,-149.57,PF.MANA.N1,Mana Internet Access,mana.pf,NOT-SET
283,www.ioe.edu.np,202.70.91.13,27.7166,85.3166,NP.IOE.EDU.N1,Tribhuvan University,ioe.edu.np,NOT-SET
284,www.cbn.net.id,210.210.191.202,-6.13,106.75,ID.CBN.NET.N1,CBN,cbn.net.id,NOT-SET
285,www.indosat.net.id,124.81.92.144,-6.13,106.75,ID.INDOSAT.NET.N1,Indosat M2,indosat.net.id,NOT-SET
286,www.uem.mz,196.3.96.21,-25.94,32.56,MZ.UEM.N1,Universidade Eduardo Mondlane,uem.mz,B
287,www.micti.co.mz,196.3.97.231,-25.94,32.56,MZ.MICTI.CO.N1,Mozambique ICT Institute,micti.co.mz,NOT-SET
288,pollinbg.in2p3.fr,134.158.128.120,48.44,2.10,FR.IN2P3.N3,IN2P3,in2p3.fr,NOT-SET
289,ccali.in2p3.fr,134.158.240.4,48.44,2.10,FR.IN2P3.N4,IN2P3,ccali.in2p3.fr,NOT-SET
290,www.muchs.ac.tz,41.223.231.40,-6.8079,39.2734,TZ.MUCHS.AC.N1,Muhimbili University of Health and Applied Science,muchs.ac.tz,NOT-SET
291,www.uet.edu.pk,111.68.102.6,31.58,74.36,PK.UET.EDU.N1,University of Engineering & Technology,uet.edu.pk,NOT-SET
292,cad.zju.edu.cn,210.32.131.2,30.25,120.17,CN.ZJU.EDU.N1,Zhejiang University,zju.edu.cn,NOT-SET
293,www.hz.zj.cn,61.175.163.41,30.25,120.17,CN.ZJ.N1,China Telecom,hz.zj.cn,NOT-SET
294,www.refer.sn,213.154.65.67,14.750,-17.3333,SN.REFER.N1,Agence universitaire de la Francophonie,refer.sn,NOT-SET
295,sadc-fanr.org.zw,193.220.40.13,-17.83,31.05,ZW.SADC-FANR.ORG.N1,SADC Food Security Programme,sadc-fanr.org.zw,Z
296,pingerlhr-pu.pern.edu.pk,111.68.102.214,31.50304,74.308098,PK.PINGERLHR-PU.PERN.EDU,Punjab University,pern.edu.pk,M
297,infn-garr.pi.infn.it,212.189.154.1,43.72,10.4,IT.INFN.N19,INFN,infn.it,NOT-SET
298,pinger.slac.stanford.edu,134.79.104.80,37.4177,-122.2035,EDU.SLAC.STANFORD.N3,Stanford Linear Accelerator Center,slac.stanford.edu,MB
299,svr1dx.fisica.uniud.it,158.110.40.19,46.07,13.23,IT.UNIUD.N1,University of Udine, Dept. of Physics,fisica.uniud.it,NOT-SET
300,gamsv01.in2p3.fr,193.48.98.5,43.6,3.88,FR.IN2P3.N5,IN2P3,in2p3.fr,NOT-SET
301,ns.conacyt.gob.sv,168.243.10.151,13.67,-89.17,SV.CONACYT.GOB.N1,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA REPUBLICA DE EL SALVADOR, C.A,conacyt.gob.sv,NOT-SET
302,ns.cybercentro.com.sv,201.247.241.145,13.67,-89.17,SV.CYBERCENTRO.COM.N1,CyberCentro,cybercentro.com.sv,NOT-SET
303,cir.red.sv,168.243.254.1,13.67,-89.17,SV.RED.N1,red.sv,red.sv,B
304,www.ubd.edu.bn,202.160.1.64,4.9765,114.8950,BN.UBD.EDU,Uniiversity of Brunei Darusalam,ubd.edu.bn,NOT-SET
305,dmzmon0.deemz.net,198.49.208.10,41.85,-88.31,NODE1.FNAL.GOV,Fermilab,dmzmon0.deemz.net,ZW
306,atgrid.grid.umich.edu,141.211.43.109,42.27,-83.73,EDU.UMICH.N4,Univ. of Michigan,atgrid.grid.umich.edu,Z
307,niobe.ncsa.uiuc.edu,141.142.36.38,40.11,-88.21,NODE1.UIUC.EDU,University of Illinois at Urbana-Champaign,niobe.ncsa.uiuc.edu,ZNW
308,198.10.49.62,198.10.49.62,39.00,-76.87,NODE2.GSFC.NASA.GOV,Goddard Space Flight Center,198.10.49.62,Z
309,pdsfgrid2.nersc.gov,128.55.24.27,37.87,-122.27,GOV.NERSC.N4,NERSC,pdsfgrid2.nersc.gov,Z
310,pdsfgrid4.nersc.gov,128.55.24.29,37.87,-122.27,GOV.NERSC.N5,NERSC,pdsfgrid4.nersc.gov,Z
311,mercury.uvic.ca,142.104.193.196,48.43,-123.35,CA.UVIC.N1,University of Victoria,uvic.ca,NOT-SET
312,www.monash.edu.my,59.191.192.148,3.1,101.62,MY.MONASH.EDU.N1,Monash University,monash.edu.my,NOT-SET
313,www.msu.ru,193.232.113.151,55.75,37.7,RU.MSU.N1,Moscow State University,msu.ru,NOT-SET
314,www.tsc.ru,84.237.0.66,56.5,85.08,RU.TSC.N1,Tomsk Educational Network,tsc.ru,NOT-SET
315,www.irk.ru,195.206.58.122,52.3,104.25,RU.IRK.N1,Irkutsk,irk.ru,NOT-SET
316,www.uran.ru,195.19.155.194,56.85,60.6,RU.URAN.N1,Ural Branch Russian Academy of Sciences,uran.ru,NOT-SET
317,www.unn.ru,85.143.0.20,56.33,44,RU.UNN.N1,Nizhy Novgorod University,unn.ru,NOT-SET
318,www.runnet.ru,85.142.191.3,59.92,30.42,RU.RUNNET.N1,Federal Center RUNNet St. Petersburg,runnet.ru,NOT-SET
319,www.dvo.ru,94.198.16.4,43.15,131.9,RU.DVO.N1,Vladivostok,dvo.ru,NOT-SET
320,ns.osaka-u.ac.jp,133.1.192.4,34.67,135.5,JP.OSAKA-U.AC.N1,Osaka University,osaka-u.ac.jp,NOT-SET
321,www.ionmed.agh.edu.pl,149.156.96.9,50.05,19.92,PL.IONMED.AGH.EDU.N1,Krakow Research Center for Ion Engineering,ionmed.agh.edu.pl,NOT-SET
322,mit.edu,18.7.22.69,42.38,-71.11,EDU.MIT.N2,Massachusetts Institute of Technology,mit.edu,NOT-SET
323,uoregon.edu,128.223.142.125,44.05,-123.09,EDU.UOREGON.N2,University of Oregon,uoregon.edu,NOT-SET
324,ihep.ac.cn,202.38.128.6,39.93,116.4,CN.IHEP.AC.N2,Institute of High Energy Physics Chinese Academy of Sciences,ihep.ac.cn,B
325,utk.edu,160.36.179.25,35.96,-83.92,EDU.UTK.N2,The University of Tennessee,utk.edu,NOT-SET
326,www.cyfronet.krakow.pl,149.156.2.252,50.05,19.92,PL.CYFRONET.KRAKOW.N1,Academic Computer Centre Cyfronet AGH,cyfronet.krakow.pl,NOT-SET
327,www.montclair.edu,130.68.1.187,40.83,-74.21,EDU.MONTCLAIR.N1,Montclair State University,montclair.edu,NOT-SET
328,ucsd.edu,132.239.180.101,32.72,-117.16,EDU.UCSD.N2,University of California,ucsd.edu,NOT-SET
329,phy.duke.edu,152.3.182.1,35.99,-78.90,EDU.DUKE.N1,Duke University Department of Physics,phy.duke.edu,NOT-SET
330,llnl.gov,128.115.249.1,37.68,-121.77,GOV.LLNL.N2,Lawrence Livermore National Laboratory,llnl.gov,Z
331,ai3-sfc.jp.apan.net,203.181.248.241,37.550,126.967,NET.APAN.N4,Asia-Pacific Advanced Network,jp.apan.net,Z
332,portal.ucb.edu.bo,190.129.73.16,-16.5,-68.15,BO.UCB.EDU.N1,Universidad Casslica Boliviana San Pablo,ucb.edu.bo,NOT-SET
333,www.una.py,200.10.228.135,-25.33,-57.53,PY.WWW.UNA.N1,Universidad Nacional de Asuncion,una.py,B
334,www.fisica.edu.uy,164.73.83.126,-34.917,-56.167,UY.FISICA.EDU.N1,University of the Republic,fisica.edu.uy,B
335,www.cudi.edu.mx,132.248.194.81,19.23,-103.72,MX.CUDI.EDU.N1,Corporaci n Universitaria para el Desarrollo de Internet, A.C.,cudi.edu.mx,NOT-SET
336,www.uca.edu.sv,168.243.1.4,13.67,-89.17,SV.UCA.EDU.N1,University of Central America,uca.edu.sv,NOT-SET
337,www.aims.ac.za,41.206.196.194,-34.1072,18.4705,ZA.AIMS.AC.N1,African Institute for Mathematical Sciences (AIMS),aims.ac.za,NOT-SET
338,www.csir.co.za,146.64.81.59,-25.43,28.11,ZA.CSIR.CO.N1,World Association of Industry and Technology Researck Organizations,csir.co.za,NOT-SET
339,www.sustech.edu,41.67.53.4,15.5610,32.5408,SD.SUSTECH.EDU.N1,Sudan University of Science and Technology,sustech.edu,NOT-SET
340,www.ml.refer.org,196.200.90.99,12.67,-7.98,ML.ORG.REFER.N1,University of Bamako,refer.org,B
341,www.kie.ac.rw,196.12.157.205,-1.93,30.07,RW.KIE.AC.N1,Institute of Education,kie.ac.rw,NOT-SET
342,www.uac.bj.refer.org,81.91.236.226,6.4,2.52,BJ.ORG.UAC.REFER.N1,Universite d Abomey Calavi,refer.org,NOT-SET
343,www.iitkgp.ac.in,202.63.234.243,22.51,89.14,IN.IIKGP.AC,Indian Institute of Technology,www.iitkgp.ac.in,Z
344,www.iitk.ac.in,203.200.95.142,26.47,80.35,IN.IITK.AC.N1,Indian Institute of Technology,www.iitk.ac.in,Z
345,www.unesp.br,200.145.1.9,-23.5,-46.6,BR.UNESP.N3,Universidade Estadual Paulista,unesp.br,NOT-SET
346,www.upesh.edu.pk,121.52.147.5,34.01,71.48,PK.UPESH.EDU.N2,University of Peshawar,upesh.edu.pk,M
347,sirsyed.ssuet.edu.pk,111.68.108.179,24.91,67.1,PK.SIRSYED.SSUET.EDU.N1,Sir Syed University of Engineering & Technology,ssuet.edu.pk,NOT-SET
348,www.unitec.edu,200.107.212.133,15.43,-88.02,HN.EDU.UNITEC.N1,Universidad Tecnologica Centroamericana,unitec.edu,B
349,www.cau.ac.kr,165.194.95.137,37.550,126.967,KR.CAU.AC.N1,Chung-Ang University,cau.ac.kr,NOT-SET
350,www.hallym.ac.kr,210.115.225.12,37.76,128.90,KR.HALLYM.AC.KR,Hallym University,hallym.ac.kr,NOT-SET
351,www.knu.ac.kr,155.230.11.1,35.87,128.59,KR.KNU.AC.N1,Kyungpook National University,knu.ac.kr,NOT-SET
352,www.anadolu.edu.tr,193.140.21.18,39.77,30.5,TR.ANADOLU.EDU.N1,Anadolu University,anadolu.edu.tr,B
353,www.tau.ac.il,132.66.16.6,32.08,34.77,IL.TAU.AC.N1,Tel Aviv University,tau.ac.il,B
354,www.iucc.ac.il,128.139.202.17,32.82,34.98,IL.IUCC.AC.N1,The Inter-University Computation Center,iucc.ac.il,NOT-SET
355,brunsvigia.tenet.ac.za,196.21.99.222,-33.92,18.42,ZA.TENET.AC.N1,Tertiary Education Network,tenet.ac.za,MB
356,www.eldjazair.net.dz,193.194.64.71,36.7361,3.0564,DZ.ELDJAZAIR.NET.N1,www.eldjazair.net.dz,eldjazair.net.dz,NOT-SET
357,www.ru.ac.za,146.231.129.7,-33.30,26.51,ZA.RU.AC.N1,Rhodes University,ru.ac.za,NOT-SET
358,www.sajhe.org.za,163.200.147.39,-33.933,18.8663,ZA.SAJHE.ORG.N1,South African Journal of Higher Education University of South Africa,sajhe.org.za,NOT-SET
359,www.museumsnc.co.za,196.211.11.236,-33.55,18.22,ZA.MUSEUMSNC.CO,McGREGOR MUSEUM,museumsnc.co.za,NOT-SET
360,www.kist.ac.rw,41.197.25.6,-1.93,30.07,RW.KIST.AC.N1,Kigali Institute of Science and Technology,kist.ac.rw,B
361,ns2.retina.ar,200.10.202.4,-34.38,-58.28,AR.RETINA.N2,Red Teleinformatica Academica,retina.ar,NOT-SET
362,v-www.ihep.ac.cn,202.38.128.7,39.93,116.4,CN.AC.N3,Institute of High Energy Physics Chinese Academy of Sciences,ihep.ac.cn,M
363,www.carnet.hr,161.53.160.25,45.817,15.933,HR.CARNET.N2,Croatian Academic and Research Network,carnet.hr,B
364,b.root-servers.net,192.228.79.201,34.05,-118.24,NET.ROOT-SERVERS.N1,Internet Root Server,b.root-servers.net,NOT-SET
365,www.intercollege.ac.cy,82.116.203.18,35.15,33.35,CY.INTERCOLLEGE.AC.N1,Intercollege,intercollege.ac.cy,NOT-SET
366,rftpexp.rhic.bnl.gov,130.199.54.10,40.78,-72.92,GOV.RHIC.BNL.N1,Brookhaven National Lab,bnl.gov,NOT-SET
367,www.ntc.net.np,202.70.64.2,27.67,85.32,NP.NTC.NET.N1,Nepal Telecom,ntc.net.np,NOT-SET
368,www.most.gov.np,202.45.144.21,27.72,85.32,NP.MOST.GOV.N1,Ministry of Environment, Science and Technology,most.gov.np,NOT-SET
369,www.uoi.gr,195.130.120.109,39.42,20.47,GR.UOI,University of Ioannina,uoi.gr,NOT-SET
370,www.bu.edu,128.197.26.35,42.36,-71.06,EDU.BU.N1,Boston University,bu.edu,B
371,www.harvard.edu,173.203.129.90,42.38,-71.06,EDU.HARVARD.N1,Harvard University,harvard.edu,I
372,www.utl.co.ug,196.0.0.243,0.19,32.25,UG.UTL.CO.N1,Uganda Telecom,utl.co.ug,NOT-SET
373,ns1.retina.ar,200.10.202.3,-34.38,-58.28,AR.RETINA.N1,Red Teleinformatica Academica,retina.ar,NOT-SET
374,glastlnx06.slac.stanford.edu,134.79.86.186,37.41,-122.20,EDU.SLAC.GLASTLNX06,GLAST host at SLAC,slac.stanford.edu,NOT-SET
375,waib.gouv.bj,81.91.232.2,9.5,2.25,BJ.GOUV.N1,Le Benin,gouv.bj,B
376,www.uni-mb.si,164.8.23.111,46.36,15.40,SI.UNI-MB.N1,University of Maribor,uni-mb.si,B
377,www.uchicago.edu,128.135.13.112,41.85,-87.65,EDU.UCHICAGO.N1,University of Chicago,uchicago.edu,NOT-SET
378,www.indiana.edu,129.79.78.192,39.17,-86.53,EDU.INDIANA.N2,Indiana University,indiana.edu,NOT-SET
379,ns1.uta.edu,129.107.1.9,30.27,-97.74,EDU.UTA.N1,University of Texas - Austin,uta.edu,I
380,www.lunet.edu,192.135.141.50,35.47,-97.51,EDU.LUNET.N4,Langston University,lunet.edu,I
381,www.okstate.edu,139.78.99.6,36.11,-97.01,EDU.OKSTATE.N1,Oklahoma State University,okstate.edu,NOT-SET
382,pinger.ictp.it,140.105.28.117,45.70749,13.716527,IT.ICTP.N1,International Centre for Theoretical Physics,ictp.it,MB
383,www.aui.ma,196.12.203.30,33.5333,-5.1167,MA.AUI,Al Akhawayn University in Ifrane,aui.ma,NOT-SET
384,www.univ-sba.dz,193.194.79.135,35.204872,-0.621063,DZ.UNIV-SBA,Universite Djillali Liabes,univ-sba.dz,B
385,www.psi.gov.ps,217.66.226.35,31.54,35.12,PS.PSI.GOV.N1,Palestine Standards Institution,psi.gov.ps,NOT-SET
386,www.ndu.edu.lb,193.188.135.35,34.42,35.6,LB.NDU.EDU,Notre Dame University,ndu.edu.lb,NOT-SET
387,aias.cs.ucy.ac.cy,194.42.16.1,35.15,33.35,CY.CS.UCY.AC.N1,University of Cyprus,ucy.ac.cy,NOT-SET
388,net.shams.edu.eg,193.227.20.23,30.1,31.4,EG.SHAMS.EDU,Ain Shams University,shams.edu.eg,NOT-SET
389,www.fulbright.org.cy,194.154.128.22,35.15,33.35,CY.FULBRIGHT.ORG.N1,CYPRUS FULBRIGHT COMMISSION,fulbright.org.cy,NOT-SET
390,www.ecnu.edu.cn,202.101.26.146,31.23,121.47,CN.ECNU.EDU.N1,East China Normal University,ecnu.edu.cn,NOT-SET
391,pinger.comsats.edu.pk,203.124.40.43,33.6518,73.1566,PK.COMSATS.EDU.N2,COMSATS Institute of Information Technology,comsats.edu.pk,M
392,www.ub.edu.bi,41.79.226.194,3.3789,29.3838,BI.UB.EDU.WWW,University of Burundi,ub.edu.bi,NOT-SET
393,www.ams.ac.ir,194.225.16.5,35.6961,51.4231,IR.AMS.AC.N1,Iranian Acacemy of Medical Sciences,ams.ac.ir,NOT-SET
394,pinger.pern.edu.pk,111.68.106.254,33.673317,73.054431,PK.PERN.EDU.N1,Pakistan Education and Research Network,pern.edu.pk,M
395,www.auth.gr,155.207.1.12,40.64,22.96,GR.AUTH,Aristotle University of Thessaloniki,auth.gr,NOT-SET
396,www.bracuniversity.net,202.168.254.6,23.77,90.38,BD.BRACUNIVERSITY.NET.N1,BRAC University,bracuniversity.net,NOT-SET
397,mel-a-ext1.aarnet.net.au,202.158.195.132,-37.8374,144.9851,AU.AARNET.MELBOURNE.N1,AARnet PoP Melbourne,aarnet.net.au,NOT-SET
398,www.pgia.ac.lk,203.94.67.67,7.26,80.60,LK.PGIA.AC.N1,Post Graduate Institute of Agriculture,pgia.ac.lk,NOT-SET
399,www.csir.org.gh,41.220.48.79,5.55,-0.22,GH.CSIR.ORG.N1,Council for Scientific & Industrial research,csir.org.gh,B
400,www.ub.tg,41.207.188.27,6.1457,1.2034,TG.UB.N1,University of Lome,ub.tg,NOT-SET
401,www.cbu.edu.zm,41.63.3.8,-15.417,28.283,ZM.CBU.EDU.N1,Copperbelt University,cbu.edu.zm,NOT-SET
402,pinger.stanford.edu,171.66.6.39,37.42849,-122.177496,EDU.STANFORD.N9,Stanford University,stanford.edu,M
403,www.multinet.af,202.86.23.70,34.5,69.17,AF.MULTINET.N1,Multinet,multinet.af,NOT-SET
404,www.ic.cd,41.194.60.3,-4.28,15.5,CD.IC.N1,InterConnect ISP,ic.cd,NOT-SET
405,www.kazrena.kz,89.250.80.3,43.2,76.9,KZ.KAZRENA.N1,Kazakhstan Research and Education Network Association,kazrena.kz,B
406,www.microcom.cd,66.36.196.209,-4.28,15.5,CD.MICROCOM.N1,Microm Internet provider,microcom.cd,NOT-SET
407,www.rub.edu.bt,202.144.158.150,27.31,89.45,BT.RUB.EDU.N1,The Royal University of Bhutan,rub.edu.bt,NOT-SET
408,www.duet.ac.bd,203.112.196.165,24.50,92.05,BD.DUET.AC.N1,Dhaka University of Engineering and Technology,duet.ac.bd,NOT-SET
409,cdcnet.uniandes.edu.co,157.253.1.13,4.6,-74.08,CO.UNIANDES.EDU.N4,Universidad de Los Andes,uniandes.edu.co,NOT-SET
410,adl-a-ext1.aarnet.net.au,202.158.195.68,-34.9233,138.5892,AU.AARNET.ADELAIDE.N1,AARNET PoP Adelaide,aarnet.net.au,B
411,www.adsl.com.na,196.1.28.12,-22.57,17.08,NA.ADSL-ISP.COM.N1,Internet Technologies Namibia,adsl.com.na,Z
412,www.kku.edu.sa,212.26.68.5,18.22,42.5,SA.KKU.EDU.N1,King Khalid University,kku.edu.sa,NOT-SET
413,cbinet.bi,196.2.12.32,-3.3762,29.3593,BI.CBINET.N1,Internet Burundi,cbinet.bi,NOT-SET
414,www.criba.edu.ar,168.96.204.37,-34.588,-58.67,AR.CRIBA.EDU.N1,Centro Regional de Investigaciones Basicas y Aplicadas de Bahia Blanca,criba.edu.ar,NOT-SET
415,institutokilpatrick.edu.pa,168.77.202.30,9.016,-79.55,PA.EDU.INSTITUTOKILPATRICK.N1,William H Kilpatrick,www.institutokilpatrick.edu.pa,B
416,hba-a-pm1.aarnet.net.au,202.158.196.194,-42.905,147.325,AU.AARNET.HOBART.N2,AARnet PoP at Hobart, Tasmania,aarnet.net.au,B
417,drw-a-pm1.aarnet.net.au,202.158.196.202,-12.4440,130.833,AU.AARNET.DARWIN.N2,AARNET PoP Darwin,aarnet.net.au,NOT-SET
418,www.poly.ac.mw,41.221.97.114,-15.8032,35.0271,MW.POLY.AC.N1,University of Malawi - Malawi Polytechnic,poly.ac.mw,NOT-SET
419,pinger-ncp.ncp.edu.pk,111.68.99.142,33.7500,73.1650,PK.NCP.EDU.N3,National Centre for Physics, Quaid-e-Azam Uiversity,ncp.edu.pk,M
420,www.giki.edu.pk,121.52.144.100,34.0667,72.6167,PK.GIKI.EDU.N3,Ghulam Ishaq Khan Institute,giki.edu.pk,NOT-SET
